timestamp,measured,ideal,offset,temperature,operating_hours,vibration,calibration_age,pressure_cycles,anomaly_type,severity,days_to_failure,health_score
1/5/2025 20:00,20.84642984,20.66987298,0.176556854,20.68638092,116,0.942381365,4,94,normal,info,200,96.47
1/5/2025 21:00,21.56258846,21.46446609,0.098122366,21.16692024,117,0.444038663,4,94,normal,info,204,98.04
1/5/2025 22:00,22.77010882,22.5,0.270108818,22.15869696,118,0.223725733,4,95,normal,info,197,94.6
1/5/2025 23:00,23.6457289,23.70590477,-0.060175872,23.93918526,119,0.763585213,4,44,normal,info,205,98.8
1/6/2025 0:00,25.35081514,25,0.350815141,25.56427289,120,0.490526737,5,88,normal,info,193,92.98
1/6/2025 1:00,26.39292573,26.29409523,0.0988305,25.01037727,121,0.965733701,5,3,normal,info,204,98.02
1/6/2025 2:00,27.63039802,27.5,0.130398022,27.83161439,122,0.674396712,5,78,normal,info,202,97.39
1/6/2025 3:00,28.71858256,28.53553391,0.183048653,28.40205093,123,0.645573637,5,36,normal,info,200,96.34
1/6/2025 4:00,29.4454649,29.33012702,0.115337885,29.63752487,124,0.321449518,5,57,normal,info,203,97.69
1/6/2025 5:00,29.63785086,29.82962913,-0.191778275,28.54455536,125,0.498598032,5,58,normal,info,200,96.16
1/6/2025 6:00,29.94980903,30,-0.050190969,29.89865245,126,0.914509043,5,75,normal,info,206,99
1/6/2025 7:00,30.09635785,29.82962913,0.266728723,30.06401673,127,0.600546239,5,26,normal,info,197,94.67
1/6/2025 8:00,29.22733841,29.33012702,-0.102788606,29.58715198,128,0.876004413,5,76,normal,info,204,97.94
1/6/2025 9:00,28.33330151,28.53553391,-0.202232395,27.86717286,129,0.051602543,5,72,normal,info,199,95.96
1/6/2025 10:00,27.60990308,27.5,0.10990308,28.10106709,130,0.521756438,5,45,normal,info,203,97.8
1/6/2025 11:00,26.49529953,26.29409523,0.201204305,26.63053604,131,0.78604321,5,34,normal,info,199,95.98
1/6/2025 12:00,25.17230337,25,0.17230337,24.17249155,132,0.168106861,5,27,normal,info,201,96.55
1/6/2025 13:00,23.85889837,23.70590477,0.152993593,23.03240551,133,0.975211463,5,88,normal,info,201,96.94
1/6/2025 14:00,22.60176612,22.5,0.101766119,22.15647747,134,0.401069311,5,96,normal,info,204,97.96
1/6/2025 15:00,21.67633242,21.46446609,0.21186633,20.91804071,135,0.596207963,5,0,normal,info,199,95.76
1/6/2025 16:00,20.69701319,20.66987298,0.027140206,20.42658236,136,0.272549395,5,97,normal,info,207,99.46
1/6/2025 17:00,20.71185165,20.17037087,0.541480778,19.99203712,137,0.956407087,5,58,normal,info,185,89.17
1/6/2025 18:00,20.05771293,20,0.057712927,20.08718379,138,0.332269719,5,91,normal,info,205,98.85
1/6/2025 19:00,20.53245232,20.17037087,0.362081448,20.29749545,139,0.054580311,5,12,normal,info,193,92.76
1/6/2025 20:00,20.17037087,20.66987298,0.243142373,20.20534051,140,0.90627524,5,61,stuck_value,warning,198,95.14
1/6/2025 21:00,21.48191012,21.46446609,0.017444027,20.92419471,141,0.965977002,5,30,normal,info,207,99.65
1/6/2025 22:00,22.70311402,22.5,0.203114023,21.68539548,142,0.435619813,5,68,normal,info,199,95.94
1/6/2025 23:00,23.84534357,23.70590477,0.139438799,23.83092749,143,0.309427031,5,82,normal,info,202,97.21
1/7/2025 0:00,25.12810236,25,0.128102357,25.60986294,144,0.341881322,6,38,normal,info,202,97.44
1/7/2025 1:00,26.72150517,26.29409523,0.427409943,25.03518681,145,0.543904967,6,41,normal,info,190,91.45
1/7/2025 2:00,27.67873941,27.5,0.178739407,25.83460699,146,0.449138537,6,83,normal,info,200,96.43
1/7/2025 3:00,28.5597006,28.53553391,0.02416669,29.26134503,147,0.522544831,6,30,normal,info,207,99.52
1/7/2025 4:00,29.29840773,29.33012702,-0.031719287,29.46591812,148,0.7636831,6,14,normal,info,207,99.37
1/7/2025 5:00,30.40208701,29.82962913,0.572457877,30.11440547,149,0.010998401,6,72,normal,info,184,88.55
1/7/2025 6:00,30.18385069,30,0.18385069,29.1204389,150,0.742634283,6,39,normal,info,200,96.32
1/7/2025 7:00,29.7360102,29.82962913,-0.093618932,29.2409204,151,0.355940475,6,51,normal,info,204,98.13
1/7/2025 8:00,29.2252621,29.33012702,-0.104864924,29.14782288,152,0.44721674,6,46,normal,info,203,97.9
1/7/2025 9:00,28.48016943,28.53553391,-0.055364481,28.20085586,153,0.931379719,6,96,normal,info,206,98.89
1/7/2025 10:00,28.10917871,27.5,0.609178712,26.8298261,154,0.05028287,6,11,normal,info,182,87.82
1/7/2025 11:00,26.86404001,26.29409523,0.569944787,26.09857036,155,0.937153006,6,71,normal,info,184,88.6
1/7/2025 12:00,25.31306298,25,0.31306298,25.11188799,156,0.794973635,6,42,normal,info,195,93.74
1/7/2025 13:00,23.6556207,23.70590477,-0.05028407,24.04449635,157,0.871287636,6,38,normal,info,206,98.99
1/7/2025 14:00,22.94482368,22.5,0.444823677,23.06964711,158,0.782365795,6,81,normal,info,189,91.1
1/7/2025 15:00,21.67980513,21.46446609,0.21533904,22.4434848,159,0.374340615,6,69,normal,info,199,95.69
1/7/2025 16:00,20.79559198,20.66987298,0.125718997,20.79816168,160,0.477882995,6,42,normal,info,203,97.49
1/7/2025 17:00,20.7870198,20.17037087,0.616648927,19.29072736,161,0.002750996,6,83,normal,info,182,87.67
1/7/2025 18:00,20.11640427,20,0.116404275,19.83892013,162,0.740955915,6,98,normal,info,203,97.67
1/7/2025 19:00,20.81929621,20.17037087,0.648925338,20.2841045,163,0.302605621,6,49,normal,info,181,87.02
1/7/2025 20:00,20.98510218,20.66987298,0.315229198,20.71995661,164,0.341743035,6,97,normal,info,195,93.7
1/7/2025 21:00,21.52171055,21.46446609,0.057244458,20.7983438,165,0.334493334,6,84,normal,info,205,98.86
1/7/2025 22:00,22.28642738,22.5,-0.213572616,21.93598229,166,0.912679153,6,83,normal,info,199,95.73
1/7/2025 23:00,23.93718149,23.70590477,0.231276718,22.95258271,167,0.224302627,6,46,normal,info,198,95.37
1/8/2025 0:00,25.47014326,25,0.470143259,24.46109082,168,0.9979663,7,83,normal,info,188,90.6
1/8/2025 1:00,25.91280112,26.29409523,-0.381294107,26.96182176,169,0.882199779,7,43,normal,info,192,92.37
1/8/2025 2:00,27.30481954,27.5,-0.19518046,27.76703148,170,0.175310911,7,28,normal,info,200,96.1
1/8/2025 3:00,28.90378869,28.53553391,0.368254785,28.5019746,171,0.240909836,7,8,normal,info,192,92.63
1/8/2025 4:00,29.63784601,29.33012702,0.307718988,28.96150368,172,0.595834897,7,97,normal,info,195,93.85
1/8/2025 5:00,30.05089791,29.82962913,0.221268779,30.01460782,173,0.3649641,7,50,normal,info,199,95.57
1/8/2025 6:00,29.93138604,30,-0.068613964,30.00426881,174,0.882115687,7,57,normal,info,205,98.63
1/8/2025 7:00,30.03080206,29.82962913,0.201172932,30.25333325,175,0.189518205,7,29,normal,info,199,95.98
1/8/2025 8:00,29.47001731,29.33012702,0.139890288,29.65547188,176,0.005645451,7,94,normal,info,202,97.2
1/8/2025 9:00,28.8622725,28.53553391,0.326738595,28.7495876,177,0.93556556,7,88,normal,info,194,93.47
1/8/2025 10:00,27.90285151,27.5,0.402851506,26.9906261,178,0.457874052,7,54,normal,info,191,91.94
1/8/2025 11:00,26.54501261,26.29409523,0.25091738,27.11280249,179,0.332238702,7,61,normal,info,197,94.98
1/8/2025 12:00,26.29409523,25,0.16819017,25.07337374,180,0.236840037,7,3,stuck_value,warning,201,96.64
1/8/2025 13:00,23.74582996,23.70590477,0.039925184,22.54983788,181,0.301684194,7,85,normal,info,206,99.2
1/8/2025 14:00,22.4400424,22.5,-0.059957604,23.40821029,182,0.717282972,7,53,normal,info,205,98.8
1/8/2025 15:00,21.77355235,21.46446609,0.309086253,21.64016541,183,0.157845938,7,98,normal,info,195,93.82
1/8/2025 16:00,20.73788148,20.66987298,0.068008495,20.95847581,184,0.817039779,7,2,normal,info,205,98.64
1/8/2025 17:00,19.90809372,20.17037087,-0.262277149,20.36012304,185,0.592863209,7,93,normal,info,197,94.75
1/8/2025 18:00,20.04081436,20,0.040814364,20.17797561,186,0.970620846,7,0,normal,info,206,99.18
1/8/2025 19:00,20.4107883,20.17037087,0.240417435,19.64325823,187,0.102470266,7,35,normal,info,198,95.19
1/8/2025 20:00,20.85593528,20.66987298,0.186062303,21.41578235,188,0.153699484,7,62,normal,info,200,96.28
1/8/2025 21:00,21.7118224,21.46446609,0.247356304,21.35762751,189,0.294029738,7,27,normal,info,198,95.05
1/8/2025 22:00,22.57226384,22.5,0.072263836,23.36726236,190,0.417922206,7,40,normal,info,205,98.55
1/8/2025 23:00,23.84884083,23.70590477,0.142936056,23.86335984,191,0.769324504,7,28,normal,info,202,97.14
1/9/2025 0:00,25.51545462,25,0.515454615,25.27856207,192,0.647377596,8,97,normal,info,186,89.69
1/9/2025 1:00,25.96080373,26.29409523,-0.333291494,26.48080468,193,0.123394364,8,16,normal,info,194,93.33
1/9/2025 2:00,27.3981106,27.5,-0.101889397,27.32489573,194,0.709735278,8,23,normal,info,204,97.96
1/9/2025 3:00,28.82575865,28.53553391,0.290224744,27.85976018,195,0.947088325,8,7,normal,info,196,94.2
1/9/2025 4:00,29.25197023,29.33012702,-0.078156785,29.20988762,196,0.763573913,8,15,normal,info,205,98.44
1/9/2025 5:00,30.23173147,29.82962913,0.40210234,29.09929394,197,0.68517269,8,63,normal,info,191,91.96
1/9/2025 6:00,30.281191,30,0.281191001,30.10379181,198,0.222758114,8,75,normal,info,196,94.38
1/9/2025 7:00,30.32705248,29.82962913,0.497423346,29.60964645,199,0.128540678,8,4,normal,info,187,90.05
1/9/2025 8:00,29.47792244,29.33012702,0.147795425,28.92314112,200,0.50828644,8,4,normal,info,202,97.04
1/9/2025 9:00,28.70412034,28.53553391,0.168586436,28.65713395,201,0.638807868,8,40,normal,info,201,96.63
1/9/2025 10:00,27.72191618,27.5,0.221916183,27.19870809,202,0.753276727,8,54,normal,info,199,95.56
1/9/2025 11:00,26.85820302,26.29409523,0.564107797,27.03219036,203,0.869730335,8,7,normal,info,184,88.72
1/9/2025 12:00,25.31723707,25,0.317237068,24.77026228,204,0.438100689,8,12,normal,info,195,93.66
1/9/2025 13:00,23.80351322,23.70590477,0.097608443,24.51333336,205,0.967549692,8,16,normal,info,204,98.05
1/9/2025 14:00,22.43961391,22.5,-0.060386088,22.30486623,206,0.042127737,8,95,normal,info,205,98.79
1/9/2025 15:00,21.79205699,21.46446609,0.327590894,20.85007642,207,0.061107078,8,8,normal,info,194,93.45
1/9/2025 16:00,21.04279355,20.66987298,0.372920572,20.74357063,208,0.259054149,8,10,normal,info,192,92.54
1/9/2025 17:00,17.63113358,20.17037087,0.220142971,20.71289178,209,0.666376524,8,49,noise,warning,199,95.6
1/9/2025 18:00,20.35664188,20,0.356641884,19.96771106,210,0.009993775,8,26,normal,info,193,92.87
1/9/2025 19:00,20.40982695,20.17037087,0.239456084,19.87657707,211,0.510753617,8,77,normal,info,198,95.21
1/9/2025 20:00,21.3042459,20.66987298,0.634372924,19.83000032,212,0.066045537,8,28,normal,info,181,87.31
1/9/2025 21:00,21.44299173,21.46446609,-0.021474359,20.7240658,213,0.736922062,8,72,normal,info,207,99.57
1/9/2025 22:00,22.62354946,22.5,0.123549464,22.07793887,214,0.617792042,8,85,normal,info,203,97.53
1/9/2025 23:00,24.21278899,23.70590477,0.506884218,23.74844034,215,0.79746449,8,82,normal,info,187,89.86
1/10/2025 0:00,24.77915617,25,-0.220843826,24.9451718,216,0.397779217,9,83,normal,info,199,95.58
1/10/2025 1:00,26.25981336,26.29409523,-0.034281861,25.67060188,217,0.48028882,9,14,normal,info,206,99.31
1/10/2025 2:00,27.67406373,27.5,0.174063727,27.6634262,218,0.164340601,9,5,normal,info,201,96.52
1/10/2025 3:00,28.47939221,28.53553391,-0.056141695,29.41427887,219,0.050951086,9,90,normal,info,205,98.88
1/10/2025 4:00,29.71575619,29.33012702,0.385629169,28.80584078,220,0.928468652,9,70,normal,info,192,92.29
1/10/2025 5:00,29.94975383,29.82962913,0.120124701,30.1111859,221,0.016706092,9,80,normal,info,203,97.6
1/10/2025 6:00,30.15154741,30,0.151547412,30.20327107,222,0.622451874,9,65,normal,info,202,96.97
1/10/2025 7:00,29.93490165,29.82962913,0.105272514,29.95185636,223,0.944563264,9,97,normal,info,203,97.89
1/10/2025 8:00,29.52163126,29.33012702,0.191504243,28.848739,224,0.4121745,9,91,normal,info,200,96.17
1/10/2025 9:00,29.05594702,28.53553391,0.520413114,28.11379116,225,0.839903955,9,26,normal,info,186,89.59
1/10/2025 10:00,27.60453135,27.5,0.104531354,27.83938558,226,0.907351272,9,10,normal,info,203,97.91
1/10/2025 11:00,26.50678227,26.29409523,0.212687041,26.4907844,227,0.310529569,9,20,normal,info,199,95.75
1/10/2025 12:00,25.73845993,25,0.738459927,24.43509248,228,0.808708645,9,70,normal,info,177,85.23
1/10/2025 13:00,23.89814686,23.70590477,0.192242084,23.37736506,229,0.663986862,9,12,normal,info,200,96.16
1/10/2025 14:00,22.94231627,22.5,0.44231627,22.6343615,230,0.584441464,9,50,normal,info,189,91.15
1/10/2025 15:00,11.94114622,21.46446609,0.476680124,22.25643431,231,0.70600241,9,67,spike,warning,188,90.47
1/10/2025 16:00,20.63693099,20.66987298,-0.032941991,20.79566694,232,0.682581672,9,2,normal,info,206,99.34
1/10/2025 17:00,20.51257469,20.17037087,0.342203826,19.43192141,233,0.252919077,9,75,normal,info,194,93.16
1/10/2025 18:00,20.13092563,20,0.130925634,20.1418317,234,0.165905044,9,8,normal,info,202,97.38
1/10/2025 19:00,20.75706952,20.17037087,0.58669865,20.29411882,235,0.799325167,9,57,normal,info,183,88.27
1/10/2025 20:00,20.85693932,20.66987298,0.187066341,21.33036277,236,0.533956409,9,1,normal,info,200,96.26
1/10/2025 21:00,21.33763515,21.46446609,-0.126830948,21.28089431,237,0.011269446,9,70,normal,info,203,97.46
1/10/2025 22:00,23.97074234,22.5,0.07092053,22.15203804,238,0.464263031,9,15,trend_deviation,critical,205,98.58
1/10/2025 23:00,23.8624359,23.70590477,0.156531126,22.89510406,239,0.092356458,9,34,normal,info,201,96.87
1/11/2025 0:00,45.35883513,25,0.358835134,24.65294696,240,0.791362874,10,45,out_of_range,critical,193,92.82
